audit_id,standard_reference,item_type,implemented_function_or_data_file,test_file,validation_case,status,comments
SP16-PROC-9.1.1-EQ105-APPLICABILITY,9.1.1,procedure,standard_core.base_plates_and_combined_force_strength.equation_105_applicability,tests/test_base_plates_and_combined_force_strength.py,BPCS-SP16-PROC-9.1.1-EQ105-APPLICABILITY,implemented,"Preserves Ryn, dynamic-load, shear-stress, axial-stress, and linked local-stability conditions."
SP16-PROC-9.1.1-ANNEX-E1-COEFFICIENTS,9.1.1,procedure,standard_core.base_plates_and_combined_force_strength.combined_force_coefficients_from_annex_e1,tests/test_base_plates_and_combined_force_strength.py,BPCS-SP16-PROC-9.1.1-ANNEX-E1-COEFFICIENTS,implemented,Delegates to the previously audited Table E.1 implementation.
SP16-PROC-9.1.2-EQ105-OMISSION,9.1.2,procedure,standard_core.base_plates_and_combined_force_strength.equation_105_omission_rule_clause_9_1_2,tests/test_base_plates_and_combined_force_strength.py,BPCS-SP16-PROC-9.1.2-EQ105-OMISSION,implemented,"Implements the printed m_eff <= 20, unweakened-section, equal-moment conditions."
SP16-PROC-9.1.3-EQ107-APPLICABILITY,9.1.3,procedure,standard_core.base_plates_and_combined_force_strength.equation_107_applicability,tests/test_base_plates_and_combined_force_strength.py,BPCS-SP16-PROC-9.1.3-EQ107-APPLICABILITY,implemented,Section asymmetry remains an explicit engineering classification.
SP16-PROC-9.2.1-TWO-PLANE-STABILITY,9.2,procedure,standard_core/beam_column_stability.py:stability_check_route_clause_9_2_1,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.1-TWO-PLANE-STABILITY,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.2-D3-LOOKUP-AND-CAP,9.2,procedure,standard_core/beam_column_stability.py:annex_d3_stability_coefficient,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.2-D3-LOOKUP-AND-CAP,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.2-BENDING-ROUTE-MEFF-GT20,9.2,procedure,standard_core/beam_column_stability.py:beam_column_section_9_2_route,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.2-BENDING-ROUTE-MEFF-GT20,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.3-SAME-LOAD-COMBINATION,9.2,procedure,standard_core/beam_column_stability.py:beam_column_section_9_2_route,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.3-SAME-LOAD-COMBINATION,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.3-DESIGN-MOMENT-SELECTION,9.2,procedure,standard_core/beam_column_stability.py:table_20_design_moment,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.3-DESIGN-MOMENT-SELECTION,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.3-TABLE-20-ROUTING,9.2,procedure,standard_core/beam_column_stability.py:table_20_design_moment,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.3-TABLE-20-ROUTING,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.3-TABLE-D5-ROUTING,9.2,procedure,standard_core/beam_column_stability.py:annex_d5_effective_relative_eccentricity,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.3-TABLE-D5-ROUTING,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.5-TABLE-21-ROUTING,9.2,procedure,standard_core/beam_column_stability.py:table_21_alpha,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.5-TABLE-21-ROUTING,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.5-CMAX-CAP-AND-MINIMUM,9.2,procedure,standard_core/beam_column_stability.py:out_of_plane_coefficient_c,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.5-CMAX-CAP-AND-MINIMUM,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.6-DESIGN-MOMENT-SELECTION,9.2,procedure,standard_core/beam_column_stability.py:design_moment_clause_9_2_6,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.6-DESIGN-MOMENT-SELECTION,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.7-CONTINUOUS-FLANGE-BRACING,9.2,procedure,standard_core/beam_column_stability.py:annex_d_continuous_bracing_cmax_eq_d4,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.7-CONTINUOUS-FLANGE-BRACING,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.8-MINOR-AXIS-ROUTING,9.2,procedure,standard_core/beam_column_stability.py:minor_axis_bending_route_clause_9_2_8,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.8-MINOR-AXIS-ROUTING,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.9-BIAXIAL-ADDITIONAL-CHECKS,9.2,procedure,standard_core/beam_column_stability.py:biaxial_additional_checks_clause_9_2_9,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.9-BIAXIAL-ADDITIONAL-CHECKS,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.9-NONSYMMETRIC-MX-INCREASE,9.2,procedure,standard_core/beam_column_stability.py:adjusted_relative_eccentricity_x_clause_9_2_9,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.9-NONSYMMETRIC-MX-INCREASE,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.2.10-BOX-MAJOR-AXIS-SUBSTITUTION,9.2,procedure,standard_core/beam_column_stability.py:box_major_axis_phi_clause_9_2_10,tests/test_beam_column_stability.py,BC-SP16-PROC-9.2.10-BOX-MAJOR-AXIS-SUBSTITUTION,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-ANNEX-D2-SHAPE-COEFFICIENT,Приложение Д,procedure,standard_core/beam_column_stability.py:annex_d2_shape_influence_coefficient,tests/test_beam_column_stability.py,BC-SP16-PROC-ANNEX-D2-SHAPE-COEFFICIENT,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-ANNEX-D3-EXACT-LOOKUP,Приложение Д,procedure,standard_core/beam_column_stability.py:annex_d3_table_coefficient,tests/test_beam_column_stability.py,BC-SP16-PROC-ANNEX-D3-EXACT-LOOKUP,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-ANNEX-D4-EXACT-LOOKUP,Приложение Д,procedure,standard_core/beam_column_stability.py:annex_d4_table_coefficient,tests/test_beam_column_stability.py,BC-SP16-PROC-ANNEX-D4-EXACT-LOOKUP,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-ANNEX-D5-EXACT-LOOKUP,Приложение Д,procedure,standard_core/beam_column_stability.py:annex_d5_effective_relative_eccentricity,tests/test_beam_column_stability.py,BC-SP16-PROC-ANNEX-D5-EXACT-LOOKUP,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-ANNEX-D6-SECTION-PARAMETERS,Приложение Д,procedure,standard_core/beam_column_stability.py:annex_d6_section_parameters,tests/test_beam_column_stability.py,BC-SP16-PROC-ANNEX-D6-SECTION-PARAMETERS,implemented,Explicit procedure; global analysis and diagram/section classification remain external.
SP16-PROC-9.3.1-WHOLE-AND-BRANCH-CHECKS,9.3,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.3.1-WHOLE-AND-BRANCH-CHECKS,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.3.2-D4-LOOKUP-AND-BENDING-ROUTE,9.3,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.3.2-D4-LOOKUP-AND-BENDING-ROUTE,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.3.3-BRANCH-ADDITIONAL-FORCES,9.3,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.3.3-BRANCH-ADDITIONAL-FORCES,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.3.4-BATTEN-BRANCH-LOCAL-BENDING,9.3,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.3.4-BATTEN-BRANCH-LOCAL-BENDING,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.3.5-THREE-SIDED-SECTION-16-ROUTE,9.3,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.3.5-THREE-SIDED-SECTION-16-ROUTE,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.3.6-TWO-SOLID-BRANCH-ROUTING,9.3,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.3.6-TWO-SOLID-BRANCH-ROUTING,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.3.7-CONNECTOR-SHEAR-GOVERNING,9.3,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.3.7-CONNECTOR-SHEAR-GOVERNING,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.1-GEOMETRY-REFERENCE,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.1-GEOMETRY-REFERENCE,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.2-TABLE-22-ROUTING,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.2-TABLE-22-ROUTING,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.2-TYPE-1-M-INTERPOLATION,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.2-TYPE-1-M-INTERPOLATION,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.2-TYPE-2-ALPHA-ROUTING,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.2-TYPE-2-ALPHA-ROUTING,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.3-AXIAL-RATIO-ADJUSTMENT,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.3-AXIAL-RATIO-ADJUSTMENT,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.4-TRANSVERSE-STIFFENER-ROUTE,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.4-TRANSVERSE-STIFFENER-ROUTE,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.5-LONGITUDINAL-STIFFENER-ROUTE,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.5-LONGITUDINAL-STIFFENER-ROUTE,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.6-REDUCED-AREA-ROUTE,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.6-REDUCED-AREA-ROUTE,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.7-TABLE-23-ROUTING,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.7-TABLE-23-ROUTING,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.7-M-INTERPOLATION,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.7-M-INTERPOLATION,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.8-EDGE-RETURN-MULTIPLIER,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.8-EDGE-RETURN-MULTIPLIER,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.9-TWO-PLANE-INCREASE,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.9-TWO-PLANE-INCREASE,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-9.4.10-TENSION-MEMBER-BENDING-ROUTE,9.4,procedure,standard_core/built_up_beam_columns_and_combined_local_stability.py,tests/test_built_up_beam_columns_and_combined_local_stability.py,V11-SP16-PROC-9.4.10-TENSION-MEMBER-BENDING-ROUTE,implemented,"Explicit procedure; global analysis, automatic geometry classification, and Section 16 remain external."
SP16-PROC-10.1.1-TABLE-24-ROUTING,Clause 10.1.1,procedure,standard_core.effective_lengths_and_limiting_slenderness.table_24_effective_length,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.1.1-TABLE-24-ROUTING,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.1.3-TABLE-25-ROUTING,Clause 10.1.3,procedure,standard_core.effective_lengths_and_limiting_slenderness.table_25_cross_lattice_effective_length,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.1.3-TABLE-25-ROUTING,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.1.4-SINGLE-ANGLE-RADIUS-SELECTION,Clause 10.1.4,procedure,standard_core.effective_lengths_and_limiting_slenderness.single_angle_radius_selection_clause_10_1_4,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.1.4-SINGLE-ANGLE-RADIUS-SELECTION,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.2.1-TABLE-26-ROUTING,Clause 10.2.1,procedure,standard_core.effective_lengths_and_limiting_slenderness.table_26_structural_member_effective_length,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.2.1-TABLE-26-ROUTING,implemented,Section 10 procedure implemented or explicit external routing documented.
SP16-PROC-10.2.2-RADIUS-SELECTION,Clause 10.2.2,procedure,standard_core.effective_lengths_and_limiting_slenderness.structural_member_radius_selection_clause_10_2_2,tests/test_effective_lengths_and_limiting_slenderness.py,V12-SP16-PROC-10.2.2-RADIUS-SELECTION,implemented,Section 10 procedure implemented or explicit external routing documented.
